route_id,trip_id,day_of_week,hour,stop_id,boardings,alightings,overall
ROUTE11,TRIP301,Monday,14,S5,18.0,7.0,53.0
ROUTE11,TRIP301,Monday,16,S1,17.0,0.0,70.0
ROUTE11,TRIP301,Monday,16,S2,20.0,5.0,85.0
ROUTE11,TRIP301,Monday,16,S3,0.0,36.0,49.0
ROUTE11,TRIP301,Monday,16,S5,13.0,9.0,53.0
ROUTE11,TRIP301,Monday,17,S1,13.0,0.0,66.0
ROUTE11,TRIP301,Monday,17,S2,13.0,10.0,69.0
ROUTE11,TRIP301,Monday,17,S3,0.0,28.0,41.0
ROUTE11,TRIP301,Monday,17,S5,16.0,4.0,53.0
ROUTE11,TRIP301,Monday,18,S1,23.0,0.0,76.0
ROUTE11,TRIP301,Monday,18,S2,16.0,22.0,70.0
ROUTE11,TRIP301,Monday,18,S3,0.0,34.0,36.0
ROUTE11,TRIP301,Monday,18,S5,25.0,8.0,53.0
ROUTE11,TRIP301,Monday,19,S1,19.0,0.0,72.0
ROUTE11,TRIP301,Monday,19,S2,11.0,18.0,65.0
ROUTE11,TRIP301,Monday,19,S3,0.0,27.0,38.0
ROUTE11,TRIP301,Monday,19,S5,19.0,4.0,53.0
ROUTE11,TRIP301,Monday,21,S1,4.0,0.0,57.0
ROUTE11,TRIP301,Monday,21,S2,5.0,8.0,54.0
ROUTE11,TRIP301,Monday,21,S3,0.0,10.0,44.0
ROUTE11,TRIP301,Monday,21,S5,11.0,2.0,53.0
ROUTE11,TRIP301,Monday,22,S1,5.0,0.0,58.0
ROUTE11,TRIP301,Monday,22,S2,8.0,4.0,62.0
ROUTE11,TRIP301,Monday,22,S3,0.0,14.0,48.0
ROUTE11,TRIP301,Monday,22,S5,5.0,0.0,53.0
ROUTE11,TRIP301,Saturday,7,S1,24.0,0.0,24.0
ROUTE11,TRIP301,Saturday,7,S2,19.0,19.0,24.0
ROUTE11,TRIP301,Saturday,7,S3,0.0,24.0,0.0
ROUTE11,TRIP301,Saturday,7,S5,26.0,0.0,26.0
ROUTE11,TRIP301,Saturday,8,S1,18.0,0.0,44.0
ROUTE11,TRIP301,Saturday,8,S2,24.0,14.0,54.0
ROUTE11,TRIP301,Saturday,8,S3,0.0,40.0,14.0
ROUTE11,TRIP301,Saturday,8,S5,17.0,5.0,26.0
ROUTE11,TRIP301,Saturday,9,S1,22.0,0.0,48.0
ROUTE11,TRIP301,Saturday,9,S2,28.0,11.0,65.0
ROUTE11,TRIP301,Saturday,9,S3,0.0,53.0,12.0
ROUTE11,TRIP301,Saturday,9,S5,20.0,6.0,26.0
ROUTE11,TRIP301,Saturday,11,S1,16.0,0.0,42.0
ROUTE11,TRIP301,Saturday,11,S2,14.0,11.0,45.0
ROUTE11,TRIP301,Saturday,11,S3,0.0,31.0,14.0
ROUTE11,TRIP301,Saturday,11,S5,17.0,5.0,26.0
ROUTE11,TRIP301,Saturday,12,S1,17.0,0.0,43.0
ROUTE11,TRIP301,Saturday,12,S2,15.0,13.0,45.0
ROUTE11,TRIP301,Saturday,12,S3,0.0,26.0,19.0
ROUTE11,TRIP301,Saturday,12,S5,13.0,6.0,26.0
ROUTE11,TRIP301,Saturday,13,S1,20.0,0.0,46.0
ROUTE11,TRIP301,Saturday,13,S2,20.0,9.0,57.0
ROUTE11,TRIP301,Saturday,13,S3,0.0,34.0,23.0
ROUTE11,TRIP301,Saturday,13,S5,10.0,7.0,26.0
ROUTE11,TRIP301,Saturday,14,S1,9.0,0.0,35.0
ROUTE11,TRIP301,Saturday,14,S2,12.0,9.0,38.0
ROUTE11,TRIP301,Saturday,14,S3,0.0,22.0,16.0
ROUTE11,TRIP301,Saturday,14,S5,14.0,4.0,26.0
ROUTE11,TRIP301,Saturday,16,S1,9.0,0.0,35.0
ROUTE11,TRIP301,Saturday,16,S2,12.0,9.0,38.0
ROUTE11,TRIP301,Saturday,16,S3,0.0,23.0,15.0
ROUTE11,TRIP301,Saturday,16,S5,15.0,4.0,26.0
ROUTE11,TRIP301,Saturday,17,S1,12.0,0.0,38.0
ROUTE11,TRIP301,Saturday,17,S2,13.0,14.0,37.0
ROUTE11,TRIP301,Saturday,17,S3,0.0,20.0,17.0
ROUTE11,TRIP301,Saturday,17,S5,14.0,5.0,26.0
ROUTE11,TRIP301,Saturday,18,S1,11.0,0.0,37.0
ROUTE11,TRIP301,Saturday,18,S2,16.0,11.0,42.0
ROUTE11,TRIP301,Saturday,18,S3,0.0,27.0,15.0
ROUTE11,TRIP301,Saturday,18,S5,13.0,2.0,26.0
ROUTE11,TRIP301,Saturday,19,S1,12.0,0.0,38.0
ROUTE11,TRIP301,Saturday,19,S2,10.0,8.0,40.0
ROUTE11,TRIP301,Saturday,19,S3,0.0,21.0,19.0
ROUTE11,TRIP301,Saturday,19,S5,11.0,4.0,26.0
ROUTE11,TRIP301,Saturday,21,S1,5.0,0.0,31.0
ROUTE11,TRIP301,Saturday,21,S2,6.0,4.0,33.0
ROUTE11,TRIP301,Saturday,21,S3,0.0,9.0,24.0
ROUTE11,TRIP301,Saturday,21,S5,4.0,2.0,26.0
ROUTE11,TRIP301,Saturday,22,S1,4.0,0.0,30.0
ROUTE11,TRIP301,Saturday,22,S2,4.0,7.0,27.0
ROUTE11,TRIP301,Saturday,22,S3,0.0,6.0,21.0
ROUTE11,TRIP301,Saturday,22,S5,5.0,0.0,26.0
ROUTE11,TRIP301,Sunday,7,S1,21.0,0.0,21.0
ROUTE11,TRIP301,Sunday,7,S2,19.0,21.0,19.0
ROUTE11,TRIP301,Sunday,7,S3,0.0,19.0,0.0
ROUTE11,TRIP301,Sunday,7,S5,31.0,0.0,31.0
ROUTE11,TRIP301,Sunday,8,S1,29.0,0.0,60.0
ROUTE11,TRIP301,Sunday,8,S2,24.0,26.0,58.0
ROUTE11,TRIP301,Sunday,8,S3,0.0,50.0,8.0
ROUTE11,TRIP301,Sunday,8,S5,34.0,8.0,34.0
ROUTE11,TRIP301,Sunday,9,S1,20.0,0.0,54.0
ROUTE11,TRIP301,Sunday,9,S2,27.0,16.0,65.0
ROUTE11,TRIP301,Sunday,9,S3,0.0,38.0,27.0
ROUTE11,TRIP301,Sunday,9,S5,17.0,10.0,34.0
ROUTE11,TRIP301,Sunday,11,S1,21.0,0.0,55.0
ROUTE11,TRIP301,Sunday,11,S2,13.0,11.0,57.0
ROUTE11,TRIP301,Sunday,11,S3,0.0,29.0,28.0
ROUTE11,TRIP301,Sunday,11,S5,14.0,8.0,34.0
ROUTE11,TRIP301,Sunday,12,S1,15.0,0.0,49.0
ROUTE11,TRIP301,Sunday,12,S2,14.0,15.0,48.0
ROUTE11,TRIP301,Sunday,12,S3,0.0,30.0,18.0
ROUTE11,TRIP301,Sunday,12,S5,21.0,5.0,34.0
ROUTE11,TRIP301,Sunday,13,S1,11.0,0.0,45.0
ROUTE11,TRIP301,Sunday,13,S2,17.0,14.0,48.0
ROUTE11,TRIP301,Sunday,13,S3,0.0,30.0,18.0
ROUTE11,TRIP301,Sunday,13,S5,18.0,2.0,34.0
ROUTE11,TRIP301,Sunday,14,S1,14.0,0.0,48.0
ROUTE11,TRIP301,Sunday,14,S2,8.0,14.0,42.0
ROUTE11,TRIP301,Sunday,14,S3,0.0,19.0,23.0
ROUTE11,TRIP301,Sunday,14,S5,17.0,6.0,34.0
ROUTE11,TRIP301,Sunday,16,S1,13.0,0.0,47.0
ROUTE11,TRIP301,Sunday,16,S2,8.0,7.0,48.0
ROUTE11,TRIP301,Sunday,16,S3,0.0,17.0,31.0
ROUTE11,TRIP301,Sunday,16,S5,9.0,6.0,34.0
ROUTE11,TRIP301,Sunday,17,S1,10.0,0.0,44.0
ROUTE11,TRIP301,Sunday,17,S2,8.0,14.0,38.0
ROUTE11,TRIP301,Sunday,17,S3,0.0,16.0,22.0
ROUTE11,TRIP301,Sunday,17,S5,17.0,5.0,34.0
ROUTE11,TRIP301,Sunday,18,S1,15.0,0.0,49.0
ROUTE11,TRIP301,Sunday,18,S2,15.0,10.0,54.0
ROUTE11,TRIP301,Sunday,18,S3,0.0,29.0,25.0
ROUTE11,TRIP301,Sunday,18,S5,14.0,5.0,34.0
ROUTE11,TRIP301,Sunday,19,S1,9.0,0.0,43.0
ROUTE11,TRIP301,Sunday,19,S2,18.0,9.0,52.0
ROUTE11,TRIP301,Sunday,19,S3,0.0,29.0,23.0
ROUTE11,TRIP301,Sunday,19,S5,15.0,4.0,34.0
ROUTE11,TRIP301,Sunday,21,S1,9.0,0.0,43.0
ROUTE11,TRIP301,Sunday,21,S2,4.0,8.0,39.0
ROUTE11,TRIP301,Sunday,21,S3,0.0,6.0,33.0
ROUTE11,TRIP301,Sunday,21,S5,6.0,5.0,34.0
ROUTE11,TRIP301,Sunday,22,S1,6.0,0.0,40.0
ROUTE11,TRIP301,Sunday,22,S2,3.0,2.0,41.0
ROUTE11,TRIP301,Sunday,22,S3,0.0,8.0,33.0
ROUTE11,TRIP301,Sunday,22,S5,3.0,2.0,34.0
ROUTE11,TRIP301,Thursday,7,S1,36.0,0.0,36.0
ROUTE11,TRIP301,Thursday,7,S2,28.0,36.0,28.0
ROUTE11,TRIP301,Thursday,7,S3,0.0,28.0,0.0
ROUTE11,TRIP301,Thursday,7,S5,40.0,0.0,40.0
ROUTE11,TRIP301,Thursday,8,S1,35.0,0.0,75.0
ROUTE11,TRIP301,Thursday,8,S2,31.0,31.0,75.0
ROUTE11,TRIP301,Thursday,8,S3,0.0,60.0,15.0
ROUTE11,TRIP301,Thursday,8,S5,35.0,10.0,40.0
ROUTE11,TRIP301,Thursday,9,S1,35.0,0.0,75.0
ROUTE11,TRIP301,Thursday,9,S2,43.0,29.0,89.0
ROUTE11,TRIP301,Thursday,9,S3,0.0,70.0,19.0
ROUTE11,TRIP301,Thursday,9,S5,30.0,9.0,40.0
ROUTE11,TRIP301,Thursday,11,S1,29.0,0.0,69.0
ROUTE11,TRIP301,Thursday,11,S2,25.0,19.0,75.0
ROUTE11,TRIP301,Thursday,11,S3,0.0,45.0,30.0
ROUTE11,TRIP301,Thursday,11,S5,22.0,12.0,40.0
ROUTE11,TRIP301,Thursday,12,S1,23.0,0.0,63.0
ROUTE11,TRIP301,Thursday,12,S2,18.0,17.0,64.0
ROUTE11,TRIP301,Thursday,12,S3,0.0,35.0,29.0
ROUTE11,TRIP301,Thursday,12,S5,17.0,6.0,40.0
ROUTE11,TRIP301,Thursday,13,S1,29.0,0.0,69.0
ROUTE11,TRIP301,Thursday,13,S2,16.0,21.0,64.0
ROUTE11,TRIP301,Thursday,13,S3,0.0,32.0,32.0
ROUTE11,TRIP301,Thursday,13,S5,19.0,11.0,40.0
ROUTE11,TRIP301,Thursday,14,S1,25.0,0.0,65.0
ROUTE11,TRIP301,Thursday,14,S2,26.0,16.0,75.0
ROUTE11,TRIP301,Thursday,14,S3,0.0,47.0,28.0
ROUTE11,TRIP301,Thursday,14,S5,19.0,7.0,40.0
ROUTE11,TRIP301,Thursday,16,S1,21.0,0.0,61.0
ROUTE11,TRIP301,Thursday,16,S2,19.0,16.0,64.0
ROUTE11,TRIP301,Thursday,16,S3,0.0,36.0,28.0
ROUTE11,TRIP301,Thursday,16,S5,19.0,7.0,40.0
ROUTE11,TRIP301,Thursday,17,S1,16.0,0.0,56.0
ROUTE11,TRIP301,Thursday,17,S2,10.0,10.0,56.0
ROUTE11,TRIP301,Thursday,17,S3,0.0,20.0,36.0
ROUTE11,TRIP301,Thursday,17,S5,12.0,8.0,40.0
ROUTE11,TRIP301,Thursday,18,S1,21.0,0.0,61.0
ROUTE11,TRIP301,Thursday,18,S2,18.0,19.0,60.0
ROUTE11,TRIP301,Thursday,18,S3,0.0,34.0,26.0
ROUTE11,TRIP301,Thursday,18,S5,19.0,5.0,40.0
ROUTE11,TRIP301,Thursday,19,S1,13.0,0.0,53.0
ROUTE11,TRIP301,Thursday,19,S2,25.0,13.0,65.0
ROUTE11,TRIP301,Thursday,19,S3,0.0,45.0,20.0
ROUTE11,TRIP301,Thursday,19,S5,21.0,1.0,40.0
ROUTE11,TRIP301,Thursday,21,S1,11.0,0.0,51.0
ROUTE11,TRIP301,Thursday,21,S2,7.0,7.0,51.0
ROUTE11,TRIP301,Thursday,21,S3,0.0,14.0,37.0
ROUTE11,TRIP301,Thursday,21,S5,5.0,2.0,40.0
ROUTE11,TRIP301,Thursday,22,S1,5.0,0.0,45.0
ROUTE11,TRIP301,Thursday,22,S2,3.0,11.0,37.0
ROUTE11,TRIP301,Thursday,22,S3,0.0,8.0,29.0
ROUTE11,TRIP301,Thursday,22,S5,13.0,2.0,40.0
ROUTE11,TRIP301,Tuesday,7,S1,40.0,0.0,40.0
ROUTE11,TRIP301,Tuesday,7,S2,39.0,30.0,49.0
ROUTE11,TRIP301,Tuesday,7,S3,0.0,49.0,0.0
ROUTE11,TRIP301,Tuesday,7,S5,30.0,0.0,30.0
ROUTE11,TRIP301,Tuesday,8,S1,51.0,0.0,81.0
ROUTE11,TRIP301,Tuesday,8,S2,45.0,26.0,100.0
ROUTE11,TRIP301,Tuesday,8,S3,0.0,91.0,9.0
ROUTE11,TRIP301,Tuesday,8,S5,32.0,9.0,32.0
ROUTE11,TRIP301,Tuesday,9,S1,35.0,0.0,67.0
ROUTE11,TRIP301,Tuesday,9,S2,42.0,30.0,79.0
ROUTE11,TRIP301,Tuesday,9,S3,0.0,73.0,6.0
ROUTE11,TRIP301,Tuesday,9,S5,37.0,6.0,37.0
ROUTE11,TRIP301,Tuesday,11,S1,20.0,0.0,57.0
ROUTE11,TRIP301,Tuesday,11,S2,23.0,23.0,57.0
ROUTE11,TRIP301,Tuesday,11,S3,0.0,47.0,10.0
ROUTE11,TRIP301,Tuesday,11,S5,34.0,7.0,37.0
ROUTE11,TRIP301,Tuesday,12,S1,22.0,0.0,59.0
ROUTE11,TRIP301,Tuesday,12,S2,19.0,21.0,57.0
ROUTE11,TRIP301,Tuesday,12,S3,0.0,44.0,13.0
ROUTE11,TRIP301,Tuesday,12,S5,34.0,10.0,37.0
ROUTE11,TRIP301,Tuesday,13,S1,21.0,0.0,58.0
ROUTE11,TRIP301,Tuesday,13,S2,22.0,20.0,60.0
ROUTE11,TRIP301,Tuesday,13,S3,0.0,43.0,17.0
ROUTE11,TRIP301,Tuesday,13,S5,26.0,6.0,37.0
ROUTE11,TRIP301,Tuesday,14,S1,24.0,0.0,61.0
ROUTE11,TRIP301,Tuesday,14,S2,24.0,21.0,64.0
ROUTE11,TRIP301,Tuesday,14,S3,0.0,40.0,24.0
ROUTE11,TRIP301,Tuesday,14,S5,22.0,9.0,37.0
ROUTE11,TRIP301,Tuesday,16,S1,24.0,0.0,61.0
ROUTE11,TRIP301,Tuesday,16,S2,19.0,18.0,62.0
ROUTE11,TRIP301,Tuesday,16,S3,0.0,40.0,22.0
ROUTE11,TRIP301,Tuesday,16,S5,26.0,11.0,37.0
ROUTE11,TRIP301,Tuesday,17,S1,18.0,0.0,55.0
ROUTE11,TRIP301,Tuesday,17,S2,22.0,14.0,63.0
ROUTE11,TRIP301,Tuesday,17,S3,0.0,36.0,27.0
ROUTE11,TRIP301,Tuesday,17,S5,16.0,6.0,37.0
ROUTE11,TRIP301,Tuesday,18,S1,23.0,0.0,60.0
ROUTE11,TRIP301,Tuesday,18,S2,22.0,23.0,59.0
ROUTE11,TRIP301,Tuesday,18,S3,0.0,40.0,19.0
ROUTE11,TRIP301,Tuesday,18,S5,25.0,7.0,37.0
ROUTE11,TRIP301,Tuesday,19,S1,17.0,0.0,54.0
ROUTE11,TRIP301,Tuesday,19,S2,15.0,11.0,58.0
ROUTE11,TRIP301,Tuesday,19,S3,0.0,33.0,25.0
ROUTE11,TRIP301,Tuesday,19,S5,17.0,5.0,37.0
ROUTE11,TRIP301,Tuesday,21,S1,11.0,0.0,48.0
ROUTE11,TRIP301,Tuesday,21,S2,13.0,7.0,54.0
ROUTE11,TRIP301,Tuesday,21,S3,0.0,21.0,33.0
ROUTE11,TRIP301,Tuesday,21,S5,9.0,5.0,37.0
ROUTE11,TRIP301,Tuesday,22,S1,8.0,0.0,45.0
ROUTE11,TRIP301,Tuesday,22,S2,4.0,2.0,47.0
ROUTE11,TRIP301,Tuesday,22,S3,0.0,11.0,36.0
ROUTE11,TRIP301,Tuesday,22,S5,4.0,3.0,37.0
ROUTE11,TRIP301,Wednesday,7,S1,39.0,0.0,39.0
ROUTE11,TRIP301,Wednesday,7,S2,31.0,29.0,41.0
ROUTE11,TRIP301,Wednesday,7,S3,0.0,41.0,0.0
ROUTE11,TRIP301,Wednesday,7,S5,33.0,0.0,33.0
ROUTE11,TRIP301,Wednesday,8,S1,41.0,0.0,74.0
ROUTE11,TRIP301,Wednesday,8,S2,39.0,28.0,85.0
ROUTE11,TRIP301,Wednesday,8,S3,0.0,75.0,10.0
ROUTE11,TRIP301,Wednesday,8,S5,36.0,10.0,36.0
ROUTE11,TRIP301,Wednesday,9,S1,29.0,0.0,65.0
ROUTE11,TRIP301,Wednesday,9,S2,37.0,31.0,71.0
ROUTE11,TRIP301,Wednesday,9,S3,0.0,69.0,2.0
ROUTE11,TRIP301,Wednesday,9,S5,44.0,2.0,44.0
ROUTE11,TRIP301,Wednesday,11,S1,14.0,0.0,58.0
ROUTE11,TRIP301,Wednesday,11,S2,18.0,14.0,62.0
ROUTE11,TRIP301,Wednesday,11,S3,0.0,41.0,21.0
ROUTE11,TRIP301,Wednesday,11,S5,30.0,7.0,44.0
ROUTE11,TRIP301,Wednesday,12,S1,26.0,0.0,70.0
ROUTE11,TRIP301,Wednesday,12,S2,18.0,21.0,67.0
ROUTE11,TRIP301,Wednesday,12,S3,0.0,38.0,29.0
ROUTE11,TRIP301,Wednesday,12,S5,23.0,8.0,44.0
ROUTE11,TRIP301,Wednesday,13,S1,23.0,0.0,67.0
ROUTE11,TRIP301,Wednesday,13,S2,17.0,19.0,65.0
ROUTE11,TRIP301,Wednesday,13,S3,0.0,33.0,32.0
ROUTE11,TRIP301,Wednesday,13,S5,20.0,8.0,44.0
ROUTE11,TRIP301,Wednesday,14,S1,24.0,0.0,68.0
ROUTE11,TRIP301,Wednesday,14,S2,17.0,29.0,56.0
ROUTE11,TRIP301,Wednesday,14,S3,0.0,28.0,28.0
ROUTE11,TRIP301,Wednesday,14,S5,25.0,9.0,44.0
ROUTE11,TRIP301,Wednesday,16,S1,21.0,0.0,65.0
ROUTE11,TRIP301,Wednesday,16,S2,20.0,15.0,70.0
ROUTE11,TRIP301,Wednesday,16,S3,0.0,37.0,33.0
ROUTE11,TRIP301,Wednesday,16,S5,17.0,6.0,44.0
ROUTE11,TRIP301,Wednesday,17,S1,9.0,0.0,53.0
ROUTE11,TRIP301,Wednesday,17,S2,10.0,4.0,59.0
ROUTE11,TRIP301,Wednesday,17,S3,0.0,19.0,40.0
ROUTE11,TRIP301,Wednesday,17,S5,7.0,3.0,44.0
ROUTE11,TRIP301,Wednesday,18,S1,19.0,0.0,63.0
ROUTE11,TRIP301,Wednesday,18,S2,20.0,14.0,69.0
ROUTE11,TRIP301,Wednesday,18,S3,0.0,36.0,33.0
ROUTE11,TRIP301,Wednesday,18,S5,19.0,8.0,44.0
ROUTE11,TRIP301,Wednesday,19,S1,23.0,0.0,67.0
ROUTE11,TRIP301,Wednesday,19,S2,24.0,19.0,72.0
ROUTE11,TRIP301,Wednesday,19,S3,0.0,37.0,35.0
ROUTE11,TRIP301,Wednesday,19,S5,19.0,10.0,44.0
ROUTE11,TRIP301,Wednesday,21,S1,8.0,0.0,52.0
ROUTE11,TRIP301,Wednesday,21,S2,2.0,2.0,52.0
ROUTE11,TRIP301,Wednesday,21,S3,0.0,9.0,43.0
ROUTE11,TRIP301,Wednesday,21,S5,5.0,4.0,44.0
ROUTE11,TRIP301,Wednesday,22,S1,9.0,0.0,53.0
ROUTE11,TRIP301,Wednesday,22,S2,7.0,5.0,55.0
ROUTE11,TRIP301,Wednesday,22,S3,0.0,16.0,39.0
ROUTE11,TRIP301,Wednesday,22,S5,7.0,2.0,44.0
ROUTE15,TRIP302,Friday,7,S10,32.0,0.0,32.0
ROUTE15,TRIP302,Friday,7,S2,0.0,32.0,0.0
ROUTE15,TRIP302,Friday,7,S5,46.0,0.0,46.0
ROUTE15,TRIP302,Friday,7,S9,38.0,16.0,68.0
ROUTE15,TRIP302,Friday,8,S10,43.0,36.0,75.0
ROUTE15,TRIP302,Friday,8,S2,0.0,75.0,0.0
ROUTE15,TRIP302,Friday,8,S5,36.0,0.0,36.0
ROUTE15,TRIP302,Friday,8,S9,53.0,14.0,75.0
ROUTE15,TRIP302,Friday,9,S10,40.0,42.0,73.0
ROUTE15,TRIP302,Friday,9,S2,0.0,73.0,0.0
ROUTE15,TRIP302,Friday,9,S5,51.0,0.0,51.0
ROUTE15,TRIP302,Friday,9,S9,53.0,19.0,85.0
ROUTE15,TRIP302,Friday,11,S10,20.0,22.0,83.0
ROUTE15,TRIP302,Friday,11,S2,0.0,37.0,46.0
ROUTE15,TRIP302,Friday,11,S5,24.0,0.0,70.0
ROUTE15,TRIP302,Friday,11,S9,22.0,7.0,85.0
ROUTE15,TRIP302,Friday,12,S10,29.0,20.0,94.0
ROUTE15,TRIP302,Friday,12,S2,0.0,56.0,38.0
ROUTE15,TRIP302,Friday,12,S5,28.0,0.0,66.0
ROUTE15,TRIP302,Friday,12,S9,27.0,8.0,85.0
ROUTE15,TRIP302,Friday,13,S10,27.0,15.0,97.0
ROUTE15,TRIP302,Friday,13,S2,0.0,46.0,51.0
ROUTE15,TRIP302,Friday,13,S5,22.0,0.0,73.0
ROUTE15,TRIP302,Friday,13,S9,20.0,8.0,85.0
ROUTE15,TRIP302,Friday,14,S10,35.0,15.0,105.0
ROUTE15,TRIP302,Friday,14,S2,0.0,61.0,44.0
ROUTE15,TRIP302,Friday,14,S5,20.0,0.0,64.0
ROUTE15,TRIP302,Friday,14,S9,26.0,5.0,85.0
ROUTE15,TRIP302,Friday,16,S10,19.0,16.0,88.0
ROUTE15,TRIP302,Friday,16,S2,0.0,29.0,59.0
ROUTE15,TRIP302,Friday,16,S5,20.0,0.0,79.0
ROUTE15,TRIP302,Friday,16,S9,14.0,8.0,85.0
ROUTE15,TRIP302,Friday,17,S10,28.0,14.0,99.0
ROUTE15,TRIP302,Friday,17,S2,0.0,47.0,52.0
ROUTE15,TRIP302,Friday,17,S5,16.0,0.0,68.0
